S,V,E,A,I,H,C,R,D
991775.1357162318,422.40483678132466,2003.9387153202374,795.413311004219,1285.936451500373,137.25760537402337,23.61657995921661,3543.16606036587,13.130723463341328
991187.7084677903,419.9994216382526,2146.717730557296,852.449715387708,1377.9166354514634,146.98871149717115,25.18085550702655,3828.9615325184495,14.07692965264049
990558.5520794092,417.6031797976334,2299.4716565846243,913.4947909622591,1476.3915746459224,157.42507693533938,26.867824329839898,4135.104624664882,15.089192670634779
989884.78505609,415.2157936178698,2462.8679247697337,978.8244770433862,1581.8041416768879,168.61433541584412,28.685356491935046,4463.030532008506,16.17238288627679
989163.3380342182,412.83693091523145,2637.6142377173996,1048.7320016484077,1694.6254899807284,180.60740710002142,30.641898447677235,4814.272304207474,17.331695765333443
988390.9431946377,410.4662441619052,2824.4603347310644,1123.5288183936295,1815.3565140086034,193.45867830451863,32.74650877333911,5190.467032456465,18.57267453317972
987564.1233340127,408.1033696573697,3024.199726197102,1203.545557006259,1944.5293378896868,207.22618903566152,35.00889538795517,5593.362356699695,19.9012341138259
986679.1806266835,405.7479266747863,3237.6713742896736,1289.132982446326,2082.7088235194437,221.97182793362387,37.43945432679417,6024.823297727329,21.323686398682337
985732.1851186352,403.39951658463553,3465.761293343612,1380.6629563802749,2230.4940871028475,237.76153408175597,40.049310111200725,6486.839416863937,22.846766896855424
984718.9630060159,401.05772195845395,3709.4040387202435,1478.529393325551,2388.52001098847,254.66550497254278,42.85035773650676,6981.532303466512,24.477662816104203
983635.084763016,398.7221056562365,3969.5840479545495,1583.149202178158,2557.458735121151,272.7584097320816,45.85530627499638,7511.163387447288,26.224042619826104
982475.8531979903,396.392209901882,4247.336792385518,1694.9632020255701,2738.0211095926093,292.11960648640564,49.07772406302976,8078.142070454471,28.09408710041993
981236.2915326484,394.0675553519774,4543.749691305706,1814.4369991179494,2930.958086554287,312.83336250200824,52.532085409854986,8685.03416510707,30.096522002909364
979911.1316170748,391.74764016425956,4859.962733900289,1942.0618096040657,3137.062026148621,334.9890754460028,56.23381872977933,9334.570626707717,32.24065222459323
978494.8024134361,389.4319390732579,5197.168746870804,2078.3552101183345,3357.1678870887918,358.681493784849,60.199355958611214,10029.656556062893,34.5363976064878
976981.4189035977,387.1199024819296,5556.61323766008,2223.861795517631,3592.154268050911,384.01093397080126,64.44618306895751,10773.380445331839,36.99433032018553
975364.7716006243,384.8109555795542,5939.593734636779,2379.153719999527,3842.944261119217,411.08349164853865,68.9928914463703,11569.023631106607,39.62571383919165
973638.3168713397,382.50449749776544,6347.458536509604,2544.831094480145,4110.50607313348,440.0112436472871,73.85922982875266,12420.0699100969,42.44254346650936
971795.1683068151,380.1999005183701,6781.604773701472,2721.522209468498,4395.853364927288,470.9124370028768,79.06615644410465,13330.215262752467,45.45758836989373
969828.0894097969,377.896509348548,7243.475674539447,2909.8835487511355,4700.045252127059,503.9116606767574,84.63589090585644,14303.37761880204,48.68443505242966
967729.487902582,375.5936404811364,7734.556919068549,3110.599555012262,5024.185904431484,539.1399950028218,90.59196533993891,15343.706585923335,52.13753215853629
965491.411995506,373.29058165998094,8256.371953292934,3324.382104088547,5369.423673156502,576.735133196682,96.9592741226537,16455.59304849302,55.832236483764866
963105.5489946903,370.98659147277846,8810.4761269658,3551.9696399384616,5736.949669383663,616.8414685057116,103.76412150264669,17643.67852752037,59.78486002043907
960563.2266675733,368.6808990964234,9398.449509044067,3794.125917655543,6127.995707391891,659.6101397632642,111.03426626326927,18912.86417538257,64.01271782987497
957855.417825367,366.3727042225926,10021.888227033647,4051.6382970584245,6543.831520322578,705.1990272405282,118.79896245286692,20268.319259817374,68.5341764852145
954972.7486221263,364.06117719412197,10682.39417020963,4325.315524659121,6985.76114740692,753.7726897706204,127.08899506978025,21715.488970787246,73.36870277642457
951905.5111095275,361.7454593856129,11381.56289274111,4615.98493728704,7455.11838480362,805.5022331609812,135.93670943603107,23260.10136134782,78.53691231040753
948643.6806233975,359.4246638646011,12120.969551832504,4924.489016506973,7953.261185442794,860.5650989249384,145.37603282906264,24908.173209627697,84.06061757414064
945176.938610907,357.09787637246234,12902.152718979796,5251.681219431804,8481.564887600553,919.1447613690021,155.44248676516742,26666.014563617264,89.96287495709427
941494.7015342002,354.76415666693214,13726.595910315427,5598.421008855682,9041.414147661395,981.4303200918073,166.1731881425185,28540.23170391538,96.2680301507599
937586.1565047989,352.42254027058965,14595.706695876757,5965.568004128489,9634.193450161596,1047.6159740125242,177.60683725777537,30537.728232235473,103.00176125797343
933440.3043107806,350.0720406717688,15510.79326867525,6353.975174214753,10261.27606832503,1117.900362186729,189.78369051052886,32665.703965782428,110.19111885305226
929046.0104924989,347.7116520259808,16473.038383936564,6764.480996336439,10924.011351562916,1192.4857559295147,202.745515407709,34931.65129016611,117.86456213599834
924392.0650992141,345.34035240689445,17483.47061813255,7197.900507944054,11623.710223547667,1271.5770862006866,216.5355252798094,37343.34859705357,126.05199022084702
919467.2517148539,342.957107656039,18542.932947727284,7655.015186992085,12361.628786294666,1355.3807898756281,231.19829092781947,39908.85040818208,134.78476749067698
914260.4262724827,340.5608758794658,19652.04871011737,8136.561606144472,13138.949943054695,1444.1034584972829,246.77962624080672,42636.47376574206,144.09574184123318
908760.6060800757,338.1506126374017,20811.18508509231,8643.218821155191,13956.762976626307,1537.9502734579833,263.32644466724054,45534.780451764615,154.01925452337892
902957.0693511294,335.72527686920813,22020.41432501703,9175.594472809054,14816.041050832147,1637.123212381128,280.8865832979877,48612.55458748042,164.59114018400874
896839.4653690343,333.2838375904795,23279.473066166225,9734.209605992604,15717.616642211913,1741.8190128555068,299.50859123658097,51878.77515931417,175.84871559849114
890397.9352110862,330.82528139161883,24587.720171965146,10319.482239156152,16662.154957211216,1852.2268817178824,319.24147890558544,55342.5830230779,187.8307554886334
883623.242714469,328.3486207574758,25944.09369031564,10931.70975298282,17650.125447863233,1968.5259408826978,340.1344249809165,59013.24195401587,200.57745373266744
876506.9150817223,325.8529032154138,27347.06764978853,11571.050208700433,18681.7716064881,2090.882404379757,362.2364377744005,62900.09333972864,214.13036820258958
869041.3921978706,323.3372213043005,28794.609570225613,12237.502754144682,19757.079297244974,2219.4464858723236,385.59596811546294,67012.5041578075,228.53234741473213
861220.183368415,320.80072333928644,30284.139717940918,12930.887329117273,20875.74396898318,2354.3490415661645,410.2604711330104,71359.80794234764,243.82743715768544
853038.0297920463,318.242624926809,31812.493288587357,13650.823940145434,22037.137188710938,2495.6979601396606,436.27591482593533,75951.23852534368,260.0607652741369
844491.070662332,315.6622211611106,33375.88684476491,14396.711837393274,23240.273036425377,2643.5743191503734,463.6862339522254,80795.85644199434,277.27840282674657
835577.0103600123,313.05889940789535,34969.890462074545,15167.708991684445,24483.775007553533,2798.0283362876426,492.53272857786476,85902.46801442221,295.52719997995854
826295.283766408,310.4321525529291,36589.40713676984,15962.712335335433,25765.844175531238,2959.0751537756964,522.8534076203954,91279.5372769202,314.8545950867357
816647.2163166065,307.7815925639464,38228.661069619906,16780.33929419383,27084.229469906684,3126.6905050571527,554.6822789069951,96935.09107745702,335.30839568835336
806636.1750393657,305.1069641838991,39881.196452698954,17618.91119681309,28436.20101974073,3300.8063244005752,588.0485886466098,102876.61788372828,356.9365304226245
796267.706522362,302.4081585432871,41539.888337228105,18476.439196469826,29818.527592135015,3481.3063719960346,622.9760147863955,109110.96103528357,379.7867711961459
785549.6575214603,299.68522645018254,43196.9670408113,19350.61337873806,31227.45921495764,3668.021959062328,659.4818204721524,115644.20741263573,403.90642541259473
774492.2738264385,296.9383910898953,44844.057352694705,20238.795747323536,32658.71610436071,3860.7278690356543,697.5759757380483,122481.5727347565,429.34199856286716
763108.2730273381,294.1680598434875,46472.23351011662,21138.01777953314,34107.48501453854,4059.138581507313,737.2602575785922,129627.28494147233,456.1388280723298
751412.8870166626,291.3748349170734,48072.09054538784,22044.983216035012,35568.4240827715,4262.904914622215,778.5273406588267,137084.46735898455,484.3406899608636
739423.8704294375,288.55952246361494,49633.83214497322,22956.07669391573,37035.67715143164,4471.611208483468,821.3598930372101,144855.02357566397,513.9893805942655
727161.4717751723,285.7231398772684,51147.37462726344,23867.37874481194,38502.89840603501,4684.773176048866,865.7296933368727,152939.5261608766,545.1242765785006
714648.3647536249,282.8669209485986,52602.46605003368,24774.687559686405,39963.2879723952,4901.836548380501,911.59678772014,161337.1115305567,577.7818766546529
701909.5381601366,279.99231858826136,53988.81882339681,25673.547768834578,41409.63886685226,5122.17663729869,958.9087067037567,170045.38338791838,611.9953302714111
688972.143854882,277.1010048577541,55296.25355709784,26559.28630204477,42834.395394889165,5345.098929975338,1007.599763196591,179060.32723473833,647.7939583188578
675865.3034606383,274.1948680887828,56514.85124507961,27427.05518369112,44229.722752086986,5569.840816409262,1057.5904540434808,188376.238447689,685.2027722741402
662619.8757215168,271.27600692733034,57635.11032162402,28271.880887288487,45587.587207720746,5795.574531885783,1108.7869877164865,197985.66633661525,724.2419987056824
649268.1877470313,268.3467212036562,58648.10464946753,29088.719632146913,46899.84585915685,6021.411372507966,1161.0809605147274,207879.37644129564,764.926616675948
635843.7346216732,265.40949960355715,59545.63815699741,29872.517761515865,48158.34455131844,6246.407213048278,1214.3492026377626,218046.33307716454,807.2659160413737
622380.8530164689,262.4670041969998,60320.391660349094,30618.27610864985,49355.02217876349,6469.569323356127,1268.4538137283669,228473.70380954596,851.2630849415295
608914.3754334862,259.5220519648557,60966.05741087904,31321.117046925934,50482.01924844924,6689.864443316613,1323.2424049097185,239146.88712519794,896.9148348707882
595479.2724902153,256.5775935496321,61477.45711293253,31976.3527448126,51531.78829899519,6906.228038114625,1378.5485609741816,250049.56408879362,944.2110716127925
582110.2911614486,253.63668953825822,61850.63956284478,32579.55301751908,52497.20356563775,7117.574616776042,1434.19253225817,261163.77423400214,993.134619975651
568841.5971088597,250.70248466050353,62082.95465635006,33126.61109413352,53371.6671645724,7322.808959261875,1489.9821609418289,272470.01536153344,1043.6610096870547
555706.4291268521,247.77818035201147,62173.1012735745,33613.805608959745,54149.20905720636,7520.838062491704,1545.7140411645657,283947.3663204036,1095.7583289957302
542736.7733197209,244.86700618310502,62121.14744223021,34037.85718227908,54824.578149855195,7710.583585262361,1601.174906605428,295573.63125637284,1149.3871514910543
529963.0639205191,241.97219069094982,61928.52215467483,34395.9780788694,55393.32208741592,7890.994547676244,1656.143233229517,307325.5032465057,1204.500540418439
517413.91670410347,239.09693217157178,61597.97922109244,34685.913618402374,55851.85360403611,8061.06002374235,1710.391038959646,319178.7447241262,1261.0441333659087
505115.89978768927,236.2443699887331,61133.53452482082,34905.97425266944,56197.50168721547,8219.82155728271,1763.6858563207707,331108.3816553458,1318.9563086670714
493093.34531414416,233.417556938822,60540.378954256856,35055.05750953088,56428.54627624519,8366.385031791026,1815.7928488493087,343088.90807498974,1378.1684332540442
481368.2041439933,230.61943317568384,59824.770072058694,35132.65931904265,56544.23572938607,8499.93173462785,1866.4770374755306,355094.4973401883,1438.6051900519208
469959.94431006274,227.85280214854075,58993.906208904926,35138.87456824354,56544.786832038146,8619.728374612947,1915.5055993672836,367099.21632323455,1500.1849813873284
458885.49267808883,225.1203089423664,58055.78710983432,35074.3870618189,56431.367654735004,8725.135838956316,1962.6501990263803,379077.2387452577,1562.8204033402312
448159.2180634985,222.42442133637851,57019.06550306395,34940.44938097927,56206.06408024236,8815.616509416457,2007.689309871539,391003.0539470415,1626.4187845501458
437792.95302366815,219.76741381610702,55892.89400414699,34738.85341851741,55871.83128086062,8890.739997118286,2050.4104841913386,402851.6675959415,1690.8827817397332
427796.05070785485,217.15135469130743,54686.771624495865,34471.89261251365,55432.4318214425,8950.187198895033,2090.612530222521,414598.79112670716,1756.1110231773125
418175.4725213496,214.57809638924553,53410.39384502942,34142.31709579782,54892.36237655849,8993.752623497856,2128.107557165901,426221.01709371846,1821.998790493374
408935.9019504841,212.0492689137147,52073.50977308547,33753.283117529434,54256.77127286281,9021.344981680122,2162.722852107324,437695.97805462417,1888.4387287129355
400079.8796931828,209.5662763872632,50685.78935867715,33308.29817493054,53531.36919662654,9032.98607822889,2194.3025569339275,449002.4870909593,1955.3215740736362
391607.9552281454,207.13029652965952,49256.70304144862,32811.16331826933,52722.33544335571,9028.808084877694,2222.709118260128,460120.65857994667,2022.5368891667856
383518.850109434,204.74228287116927,47795.41556826375,32265.91406442206,51836.22203768705,9009.049309335689,2247.824488910718,471032.0083439217,2089.9737951538377
375809.6285624915,202.40296945569258,46310.69509610017,31676.761279793678,50879.857927331774,8974.048606354256,2269.5510654424643,481719.53280177613,2157.521691254318
368475.8713505087,200.11287775657328,44810.83810387446,31048.033279782536,49860.25526738842,8924.238601100558,2287.8123523077797,492167.7672149343,2225.0709523467785
361511.8493447707,197.87232550676288,43303.61010216647,30384.120248080806,48784.5195751685,8860.137912733495,2302.5533493672406,502362.82354586566,2292.5135963404255
354910.6937392314,195.68143713438027,41796.20166736049,29689.421914054838,47659.76526568613,8782.342576919178,2313.7406653489315,512292.40882033785,2359.743913926886
